0.71 0.01 0.01
0.67 0.02 0.01
0.60 0.02 0.01
0.63 0.02 0.00
0.63 0.01 0.01
0.65 0.03 0.00
0.63 0.02 0.02
0.70 0.03 0.00
0.60 0.02 0.01
0.74 0.03 0.00
0.67 0.02 0.01
0.65 0.02 0.00
0.69 0.02 0.02
0.70 0.02 0.00
0.61 0.02 0.00
0.70 0.02 0.01
0.65 0.01 0.02
0.63 0.02 0.01
0.69 0.03 0.01
1.35 0.02 0.01
0.65 0.02 0.01
0.67 0.02 0.01
0.59 0.03 0.00
0.71 0.03 0.00
0.66 0.02 0.02
0.63 0.02 0.01
0.69 0.02 0.01
0.97 0.02 0.01
1.36 0.02 0.01
0.69 0.02 0.01
